Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (dBm)
581, 2/9/2023, 11:29:04.739,4.291
582, 2/9/2023, 11:29:04.862,4.2904
583, 2/9/2023, 11:29:04.984,4.2907
584, 2/9/2023, 11:29:05.016,4.2905
585, 2/9/2023, 11:29:05.140,4.2906
586, 2/9/2023, 11:29:05.263,4.2907
587, 2/9/2023, 11:29:05.385,4.2907
588, 2/9/2023, 11:29:05.509,4.2903
589, 2/9/2023, 11:29:05.632,4.2904
590, 2/9/2023, 11:29:05.755,4.2906
591, 2/9/2023, 11:29:05.878,4.2904
592, 2/9/2023, 11:29:05.909,4.2908
593, 2/9/2023, 11:29:05.940,4.2904
594, 2/9/2023, 11:29:05.972,4.2902
595, 2/9/2023, 11:29:06.003,4.2904
596, 2/9/2023, 11:29:06.127,4.2909
597, 2/9/2023, 11:29:06.252,4.2908
598, 2/9/2023, 11:29:06.375,4.2905
599, 2/9/2023, 11:29:06.498,4.291
600, 2/9/2023, 11:29:06.620,4.2907
601, 2/9/2023, 11:29:06.743,4.2907
602, 2/9/2023, 11:29:06.864,4.2909
603, 2/9/2023, 11:29:06.987,4.2907
604, 2/9/2023, 11:29:07.019,4.291
605, 2/9/2023, 11:29:07.143,4.2908
606, 2/9/2023, 11:29:07.266,4.2907
607, 2/9/2023, 11:29:07.388,4.2908
608, 2/9/2023, 11:29:07.511,4.2905
609, 2/9/2023, 11:29:07.633,4.2906
610, 2/9/2023, 11:29:07.756,4.2906
611, 2/9/2023, 11:29:07.881,4.2908
612, 2/9/2023, 11:29:07.912,4.2907
613, 2/9/2023, 11:29:07.943,4.2914
614, 2/9/2023, 11:29:07.975,4.2913
615, 2/9/2023, 11:29:08.005,4.2907
616, 2/9/2023, 11:29:08.129,4.2907
617, 2/9/2023, 11:29:08.252,4.2907
618, 2/9/2023, 11:29:08.375,4.2906
619, 2/9/2023, 11:29:08.497,4.2905
620, 2/9/2023, 11:29:08.622,4.2906
621, 2/9/2023, 11:29:08.745,4.2904
622, 2/9/2023, 11:29:08.868,4.2905
623, 2/9/2023, 11:29:08.990,4.2907
624, 2/9/2023, 11:29:09.022,4.2905
625, 2/9/2023, 11:29:09.143,4.2905
626, 2/9/2023, 11:29:09.266,4.2908
627, 2/9/2023, 11:29:09.389,4.2908
628, 2/9/2023, 11:29:09.511,4.2906
629, 2/9/2023, 11:29:09.634,4.2904
630, 2/9/2023, 11:29:09.758,4.2908
631, 2/9/2023, 11:29:09.880,4.2906
632, 2/9/2023, 11:29:09.910,4.2904
633, 2/9/2023, 11:29:09.941,4.2909
634, 2/9/2023, 11:29:09.973,4.2904
635, 2/9/2023, 11:29:10.004,4.2907
636, 2/9/2023, 11:29:10.127,4.2902
637, 2/9/2023, 11:29:10.249,4.2909
638, 2/9/2023, 11:29:10.372,4.2907
639, 2/9/2023, 11:29:10.495,4.2911
640, 2/9/2023, 11:29:10.619,4.2907
641, 2/9/2023, 11:29:10.742,4.2907
642, 2/9/2023, 11:29:10.865,4.2905
643, 2/9/2023, 11:29:10.988,4.2905
644, 2/9/2023, 11:29:11.020,4.2908
645, 2/9/2023, 11:29:11.143,4.291
646, 2/9/2023, 11:29:11.265,4.2907
647, 2/9/2023, 11:29:11.388,4.2906
648, 2/9/2023, 11:29:11.511,4.2907
649, 2/9/2023, 11:29:11.634,4.2908
650, 2/9/2023, 11:29:11.756,4.2907
651, 2/9/2023, 11:29:11.880,4.291
652, 2/9/2023, 11:29:11.910,4.2908
653, 2/9/2023, 11:29:11.942,4.291
654, 2/9/2023, 11:29:11.973,4.2908
655, 2/9/2023, 11:29:12.004,4.2905
656, 2/9/2023, 11:29:12.126,4.2909
657, 2/9/2023, 11:29:12.249,4.2909
658, 2/9/2023, 11:29:12.373,4.2907
659, 2/9/2023, 11:29:12.497,4.2912
660, 2/9/2023, 11:29:12.620,4.2907
661, 2/9/2023, 11:29:12.743,4.291
662, 2/9/2023, 11:29:12.866,4.291
663, 2/9/2023, 11:29:12.989,4.2911
664, 2/9/2023, 11:29:13.021,4.291
665, 2/9/2023, 11:29:13.144,4.291
666, 2/9/2023, 11:29:13.267,4.291
667, 2/9/2023, 11:29:13.390,4.2908
668, 2/9/2023, 11:29:13.512,4.2908
669, 2/9/2023, 11:29:13.634,4.2906
670, 2/9/2023, 11:29:13.757,4.2907
671, 2/9/2023, 11:29:13.879,4.291
672, 2/9/2023, 11:29:13.910,4.2904
673, 2/9/2023, 11:29:13.943,4.291
674, 2/9/2023, 11:29:13.974,4.2908
675, 2/9/2023, 11:29:14.005,4.2908
676, 2/9/2023, 11:29:14.126,4.2907
677, 2/9/2023, 11:29:14.249,4.2906
678, 2/9/2023, 11:29:14.371,4.2907
679, 2/9/2023, 11:29:14.493,4.2906
680, 2/9/2023, 11:29:14.614,4.2906
681, 2/9/2023, 11:29:14.737,4.291
682, 2/9/2023, 11:29:14.859,4.2906
683, 2/9/2023, 11:29:14.982,4.2908
684, 2/9/2023, 11:29:15.013,4.2907
685, 2/9/2023, 11:29:15.136,4.2908
686, 2/9/2023, 11:29:15.259,4.291
687, 2/9/2023, 11:29:15.382,4.2904
688, 2/9/2023, 11:29:15.506,4.2905
689, 2/9/2023, 11:29:15.629,4.2909
690, 2/9/2023, 11:29:15.752,4.2907
691, 2/9/2023, 11:29:15.875,4.2903
692, 2/9/2023, 11:29:15.906,4.2907
693, 2/9/2023, 11:29:15.938,4.2909
694, 2/9/2023, 11:29:15.969,4.2905
695, 2/9/2023, 11:29:16.000,4.2904
696, 2/9/2023, 11:29:16.122,4.2906
697, 2/9/2023, 11:29:16.245,4.2904
698, 2/9/2023, 11:29:16.369,4.2904
699, 2/9/2023, 11:29:16.492,4.2903
700, 2/9/2023, 11:29:16.616,4.2907
701, 2/9/2023, 11:29:16.740,4.2908
702, 2/9/2023, 11:29:16.864,4.2906
703, 2/9/2023, 11:29:16.986,4.2906
704, 2/9/2023, 11:29:17.017,4.2905
705, 2/9/2023, 11:29:17.140,4.2902
706, 2/9/2023, 11:29:17.264,4.2902
707, 2/9/2023, 11:29:17.388,4.2908
708, 2/9/2023, 11:29:17.509,4.2902
709, 2/9/2023, 11:29:17.632,4.2903
710, 2/9/2023, 11:29:17.756,4.2905
711, 2/9/2023, 11:29:17.880,4.2904
712, 2/9/2023, 11:29:17.911,4.2903
713, 2/9/2023, 11:29:17.942,4.2905
714, 2/9/2023, 11:29:17.975,4.2899
715, 2/9/2023, 11:29:18.006,4.2904
716, 2/9/2023, 11:29:18.130,4.2902
717, 2/9/2023, 11:29:18.253,4.2904
718, 2/9/2023, 11:29:18.377,4.2904
719, 2/9/2023, 11:29:18.499,4.2906
720, 2/9/2023, 11:29:18.622,4.291
721, 2/9/2023, 11:29:18.745,4.2905
722, 2/9/2023, 11:29:18.869,4.2904
723, 2/9/2023, 11:29:18.993,4.2904
724, 2/9/2023, 11:29:19.028,4.2907
725, 2/9/2023, 11:29:19.151,4.2908
726, 2/9/2023, 11:29:19.273,4.2906
727, 2/9/2023, 11:29:19.396,4.2904
728, 2/9/2023, 11:29:19.519,4.2906
729, 2/9/2023, 11:29:19.641,4.2908
730, 2/9/2023, 11:29:19.764,4.2908
731, 2/9/2023, 11:29:19.887,4.2908
732, 2/9/2023, 11:29:19.919,4.291
733, 2/9/2023, 11:29:19.951,4.2904
734, 2/9/2023, 11:29:19.982,4.2905
735, 2/9/2023, 11:29:20.014,4.2905
736, 2/9/2023, 11:29:20.136,4.2907
737, 2/9/2023, 11:29:20.259,4.2909
738, 2/9/2023, 11:29:20.383,4.2906
739, 2/9/2023, 11:29:20.506,4.2907
740, 2/9/2023, 11:29:20.630,4.2909
741, 2/9/2023, 11:29:20.752,4.2911
742, 2/9/2023, 11:29:20.875,4.2906
743, 2/9/2023, 11:29:20.907,4.291
744, 2/9/2023, 11:29:20.938,4.2905
745, 2/9/2023, 11:29:20.969,4.291
746, 2/9/2023, 11:29:21.000,4.2904
747, 2/9/2023, 11:29:21.125,4.2906
748, 2/9/2023, 11:29:21.248,4.291
749, 2/9/2023, 11:29:21.371,4.2909
750, 2/9/2023, 11:29:21.493,4.291
751, 2/9/2023, 11:29:21.616,4.2907
752, 2/9/2023, 11:29:21.740,4.2907
753, 2/9/2023, 11:29:21.864,4.2907
754, 2/9/2023, 11:29:21.987,4.291
755, 2/9/2023, 11:29:22.021,4.2907
756, 2/9/2023, 11:29:22.144,4.2906
757, 2/9/2023, 11:29:22.268,4.2905
758, 2/9/2023, 11:29:22.390,4.2908
759, 2/9/2023, 11:29:22.514,4.291
760, 2/9/2023, 11:29:22.638,4.291
761, 2/9/2023, 11:29:22.761,4.2909
762, 2/9/2023, 11:29:22.884,4.291
763, 2/9/2023, 11:29:22.915,4.291
764, 2/9/2023, 11:29:22.946,4.2904
765, 2/9/2023, 11:29:22.977,4.2904
766, 2/9/2023, 11:29:23.008,4.2908
767, 2/9/2023, 11:29:23.132,4.2908
768, 2/9/2023, 11:29:23.255,4.2909
769, 2/9/2023, 11:29:23.380,4.2907
770, 2/9/2023, 11:29:23.503,4.2908
771, 2/9/2023, 11:29:23.626,4.291
772, 2/9/2023, 11:29:23.749,4.2904
773, 2/9/2023, 11:29:23.872,4.291
774, 2/9/2023, 11:29:23.903,4.2909
775, 2/9/2023, 11:29:23.934,4.2909
776, 2/9/2023, 11:29:23.966,4.2905
777, 2/9/2023, 11:29:23.997,4.2907
778, 2/9/2023, 11:29:24.028,4.2905
779, 2/9/2023, 11:29:24.151,4.2906
780, 2/9/2023, 11:29:24.274,4.2912
781, 2/9/2023, 11:29:24.395,4.2905
782, 2/9/2023, 11:29:24.519,4.2906
783, 2/9/2023, 11:29:24.642,4.2908
784, 2/9/2023, 11:29:24.766,4.291
785, 2/9/2023, 11:29:24.890,4.2908
786, 2/9/2023, 11:29:24.921,4.2913
787, 2/9/2023, 11:29:24.952,4.2909
788, 2/9/2023, 11:29:24.985,4.2907
789, 2/9/2023, 11:29:25.017,4.2909
790, 2/9/2023, 11:29:25.141,4.2906
791, 2/9/2023, 11:29:25.264,4.291
792, 2/9/2023, 11:29:25.387,4.2906
793, 2/9/2023, 11:29:25.510,4.2906
794, 2/9/2023, 11:29:25.633,4.2909
795, 2/9/2023, 11:29:25.756,4.2908
796, 2/9/2023, 11:29:25.880,4.2909
797, 2/9/2023, 11:29:25.912,4.2905
798, 2/9/2023, 11:29:25.944,4.2905
799, 2/9/2023, 11:29:25.977,4.2907
800, 2/9/2023, 11:29:26.007,4.2907
801, 2/9/2023, 11:29:26.131,4.2911
802, 2/9/2023, 11:29:26.254,4.2908
803, 2/9/2023, 11:29:26.378,4.2906
804, 2/9/2023, 11:29:26.500,4.291
805, 2/9/2023, 11:29:26.622,4.2911
806, 2/9/2023, 11:29:26.745,4.2906
807, 2/9/2023, 11:29:26.868,4.2908
808, 2/9/2023, 11:29:26.991,4.291
809, 2/9/2023, 11:29:27.022,4.2907
810, 2/9/2023, 11:29:27.144,4.2908
811, 2/9/2023, 11:29:27.267,4.2906
812, 2/9/2023, 11:29:27.389,4.2909
813, 2/9/2023, 11:29:27.512,4.2904
814, 2/9/2023, 11:29:27.635,4.2901
815, 2/9/2023, 11:29:27.759,4.2908
816, 2/9/2023, 11:29:27.882,4.2904
817, 2/9/2023, 11:29:27.913,4.2907
818, 2/9/2023, 11:29:27.945,4.2904
819, 2/9/2023, 11:29:27.976,4.2905
820, 2/9/2023, 11:29:28.008,4.2905
821, 2/9/2023, 11:29:28.131,4.2908
822, 2/9/2023, 11:29:28.255,4.2906
823, 2/9/2023, 11:29:28.380,4.2908
824, 2/9/2023, 11:29:28.503,4.2908
825, 2/9/2023, 11:29:28.626,4.2908
826, 2/9/2023, 11:29:28.748,4.2906
827, 2/9/2023, 11:29:28.871,4.2911
828, 2/9/2023, 11:29:28.902,4.2905
829, 2/9/2023, 11:29:28.933,4.2909
830, 2/9/2023, 11:29:28.964,4.2905
831, 2/9/2023, 11:29:28.995,4.2907
832, 2/9/2023, 11:29:29.026,4.2916
833, 2/9/2023, 11:29:29.149,4.2905
834, 2/9/2023, 11:29:29.272,4.2906
835, 2/9/2023, 11:29:29.394,4.2906
836, 2/9/2023, 11:29:29.518,4.2909
837, 2/9/2023, 11:29:29.640,4.291
838, 2/9/2023, 11:29:29.764,4.2909
839, 2/9/2023, 11:29:29.887,4.2907
840, 2/9/2023, 11:29:29.918,4.2909
841, 2/9/2023, 11:29:29.949,4.2904
842, 2/9/2023, 11:29:29.980,4.2905
843, 2/9/2023, 11:29:30.012,4.2905
844, 2/9/2023, 11:29:30.136,4.2907
845, 2/9/2023, 11:29:30.258,4.2907
846, 2/9/2023, 11:29:30.380,4.2908
847, 2/9/2023, 11:29:30.503,4.291
848, 2/9/2023, 11:29:30.626,4.291
849, 2/9/2023, 11:29:30.749,4.291
850, 2/9/2023, 11:29:30.872,4.291
851, 2/9/2023, 11:29:30.904,4.2908
852, 2/9/2023, 11:29:30.936,4.2902
853, 2/9/2023, 11:29:30.967,4.2907
854, 2/9/2023, 11:29:30.998,4.2907
855, 2/9/2023, 11:29:31.029,4.2904
856, 2/9/2023, 11:29:31.153,4.2909
857, 2/9/2023, 11:29:31.275,4.2909
858, 2/9/2023, 11:29:31.397,4.2905
859, 2/9/2023, 11:29:31.521,4.291
860, 2/9/2023, 11:29:31.644,4.291
861, 2/9/2023, 11:29:31.767,4.2911
862, 2/9/2023, 11:29:31.889,4.2909
863, 2/9/2023, 11:29:31.920,4.291
864, 2/9/2023, 11:29:31.951,4.2902
865, 2/9/2023, 11:29:31.982,4.291
866, 2/9/2023, 11:29:32.013,4.291
867, 2/9/2023, 11:29:32.135,4.2907
868, 2/9/2023, 11:29:32.258,4.2904
869, 2/9/2023, 11:29:32.380,4.2908
870, 2/9/2023, 11:29:32.503,4.2906
871, 2/9/2023, 11:29:32.624,4.2904
872, 2/9/2023, 11:29:32.748,4.2907
873, 2/9/2023, 11:29:32.872,4.2914
874, 2/9/2023, 11:29:32.903,4.2904
875, 2/9/2023, 11:29:32.936,4.2904
876, 2/9/2023, 11:29:32.967,4.2903
877, 2/9/2023, 11:29:32.999,4.2907
878, 2/9/2023, 11:29:33.030,4.2913
879, 2/9/2023, 11:29:33.153,4.291
880, 2/9/2023, 11:29:33.275,4.2909
881, 2/9/2023, 11:29:33.398,4.291
882, 2/9/2023, 11:29:33.521,4.2908
883, 2/9/2023, 11:29:33.644,4.2906
884, 2/9/2023, 11:29:33.767,4.2909
885, 2/9/2023, 11:29:33.889,4.2908
886, 2/9/2023, 11:29:33.920,4.2909
887, 2/9/2023, 11:29:33.951,4.2913
888, 2/9/2023, 11:29:33.982,4.291
889, 2/9/2023, 11:29:34.014,4.2899
890, 2/9/2023, 11:29:34.136,4.2909
891, 2/9/2023, 11:29:34.261,4.2906
892, 2/9/2023, 11:29:34.384,4.2906
893, 2/9/2023, 11:29:34.508,4.2909
894, 2/9/2023, 11:29:34.630,4.2908
895, 2/9/2023, 11:29:34.754,4.2907
896, 2/9/2023, 11:29:34.877,4.2907
897, 2/9/2023, 11:29:34.909,4.2904
898, 2/9/2023, 11:29:34.943,4.2908
899, 2/9/2023, 11:29:34.974,4.291
900, 2/9/2023, 11:29:35.005,4.291
901, 2/9/2023, 11:29:35.128,4.2907
902, 2/9/2023, 11:29:35.251,4.2913
903, 2/9/2023, 11:29:35.375,4.2908
904, 2/9/2023, 11:29:35.498,4.291
905, 2/9/2023, 11:29:35.623,4.2909
906, 2/9/2023, 11:29:35.746,4.2909
907, 2/9/2023, 11:29:35.868,4.2906
908, 2/9/2023, 11:29:35.991,4.2909
909, 2/9/2023, 11:29:36.022,4.2909
910, 2/9/2023, 11:29:36.144,4.2909
911, 2/9/2023, 11:29:36.267,4.291
912, 2/9/2023, 11:29:36.391,4.291
913, 2/9/2023, 11:29:36.515,4.2909
914, 2/9/2023, 11:29:36.638,4.291
915, 2/9/2023, 11:29:36.761,4.291
916, 2/9/2023, 11:29:36.884,4.2911
917, 2/9/2023, 11:29:36.915,4.2909
918, 2/9/2023, 11:29:36.946,4.2904
919, 2/9/2023, 11:29:36.978,4.291
920, 2/9/2023, 11:29:37.010,4.291
921, 2/9/2023, 11:29:37.133,4.2908
922, 2/9/2023, 11:29:37.256,4.2912
923, 2/9/2023, 11:29:37.379,4.291
924, 2/9/2023, 11:29:37.502,4.2911
925, 2/9/2023, 11:29:37.625,4.291
926, 2/9/2023, 11:29:37.747,4.2909
927, 2/9/2023, 11:29:37.870,4.2909
928, 2/9/2023, 11:29:37.901,4.2909
929, 2/9/2023, 11:29:37.932,4.2905
930, 2/9/2023, 11:29:37.964,4.2907
931, 2/9/2023, 11:29:37.997,4.291
932, 2/9/2023, 11:29:38.029,4.2916
933, 2/9/2023, 11:29:38.154,4.2911
934, 2/9/2023, 11:29:38.277,4.2912
935, 2/9/2023, 11:29:38.399,4.2908
936, 2/9/2023, 11:29:38.521,4.291
937, 2/9/2023, 11:29:38.643,4.2911
938, 2/9/2023, 11:29:38.765,4.2911
939, 2/9/2023, 11:29:38.888,4.291
940, 2/9/2023, 11:29:38.920,4.2912
941, 2/9/2023, 11:29:38.951,4.291
942, 2/9/2023, 11:29:38.982,4.2908
943, 2/9/2023, 11:29:39.014,4.2912
944, 2/9/2023, 11:29:39.137,4.291
945, 2/9/2023, 11:29:39.259,4.2909
946, 2/9/2023, 11:29:39.381,4.2911
947, 2/9/2023, 11:29:39.506,4.2911
948, 2/9/2023, 11:29:39.629,4.2907
949, 2/9/2023, 11:29:39.753,4.291
950, 2/9/2023, 11:29:39.876,4.2913
951, 2/9/2023, 11:29:39.907,4.2903
952, 2/9/2023, 11:29:39.939,4.2916
953, 2/9/2023, 11:29:39.970,4.2912
954, 2/9/2023, 11:29:40.001,4.2908
955, 2/9/2023, 11:29:40.125,4.2911
956, 2/9/2023, 11:29:40.248,4.2913
957, 2/9/2023, 11:29:40.373,4.291
958, 2/9/2023, 11:29:40.496,4.2909
959, 2/9/2023, 11:29:40.619,4.2909
960, 2/9/2023, 11:29:40.740,4.2905
961, 2/9/2023, 11:29:40.864,4.2907
962, 2/9/2023, 11:29:40.986,4.291
963, 2/9/2023, 11:29:41.017,4.2905
964, 2/9/2023, 11:29:41.140,4.2908
965, 2/9/2023, 11:29:41.265,4.291
966, 2/9/2023, 11:29:41.388,4.2906
967, 2/9/2023, 11:29:41.511,4.2911
968, 2/9/2023, 11:29:41.635,4.2908
969, 2/9/2023, 11:29:41.758,4.2908
970, 2/9/2023, 11:29:41.880,4.2909
971, 2/9/2023, 11:29:41.913,4.2907
972, 2/9/2023, 11:29:41.944,4.2907
973, 2/9/2023, 11:29:41.976,4.2907
974, 2/9/2023, 11:29:42.008,4.2907
975, 2/9/2023, 11:29:42.131,4.2908
976, 2/9/2023, 11:29:42.254,4.2909
977, 2/9/2023, 11:29:42.377,4.2909
978, 2/9/2023, 11:29:42.500,4.291
979, 2/9/2023, 11:29:42.623,4.2915
980, 2/9/2023, 11:29:42.745,4.291
981, 2/9/2023, 11:29:42.868,4.2904
982, 2/9/2023, 11:29:42.992,4.2905
983, 2/9/2023, 11:29:43.023,4.2905
984, 2/9/2023, 11:29:43.144,4.2906
985, 2/9/2023, 11:29:43.268,4.291
986, 2/9/2023, 11:29:43.391,4.2907
987, 2/9/2023, 11:29:43.515,4.2907
988, 2/9/2023, 11:29:43.638,4.2907
989, 2/9/2023, 11:29:43.761,4.2911
990, 2/9/2023, 11:29:43.884,4.2908
991, 2/9/2023, 11:29:43.916,4.2905
992, 2/9/2023, 11:29:43.947,4.2909
993, 2/9/2023, 11:29:43.979,4.291
994, 2/9/2023, 11:29:44.010,4.2905
995, 2/9/2023, 11:29:44.132,4.2907
996, 2/9/2023, 11:29:44.255,4.2908
997, 2/9/2023, 11:29:44.378,4.2909
998, 2/9/2023, 11:29:44.502,4.2907
999, 2/9/2023, 11:29:44.625,4.2909
1000, 2/9/2023, 11:29:44.749,4.2904
1001, 2/9/2023, 11:29:44.873,4.2904
1002, 2/9/2023, 11:29:44.905,4.2907
1003, 2/9/2023, 11:29:44.936,4.2908
1004, 2/9/2023, 11:29:44.968,4.2908
1005, 2/9/2023, 11:29:45.000,4.2908
1006, 2/9/2023, 11:29:45.125,4.2909
1007, 2/9/2023, 11:29:45.248,4.2904
1008, 2/9/2023, 11:29:45.371,4.2907
1009, 2/9/2023, 11:29:45.493,4.2905
1010, 2/9/2023, 11:29:45.616,4.2909
1011, 2/9/2023, 11:29:45.739,4.2907
1012, 2/9/2023, 11:29:45.863,4.2905
1013, 2/9/2023, 11:29:45.986,4.2907
1014, 2/9/2023, 11:29:46.018,4.2905
1015, 2/9/2023, 11:29:46.141,4.2907
1016, 2/9/2023, 11:29:46.264,4.2908
1017, 2/9/2023, 11:29:46.387,4.2907
1018, 2/9/2023, 11:29:46.510,4.2909
1019, 2/9/2023, 11:29:46.633,4.2907
1020, 2/9/2023, 11:29:46.756,4.2907
1021, 2/9/2023, 11:29:46.880,4.2909
1022, 2/9/2023, 11:29:46.910,4.2909
1023, 2/9/2023, 11:29:46.942,4.2913
1024, 2/9/2023, 11:29:46.973,4.2913
1025, 2/9/2023, 11:29:47.005,4.2913
1026, 2/9/2023, 11:29:47.130,4.2908
1027, 2/9/2023, 11:29:47.254,4.2904
1028, 2/9/2023, 11:29:47.376,4.2905
1029, 2/9/2023, 11:29:47.499,4.2904
1030, 2/9/2023, 11:29:47.622,4.2906
1031, 2/9/2023, 11:29:47.746,4.2908
1032, 2/9/2023, 11:29:47.870,4.2906
1033, 2/9/2023, 11:29:47.902,4.2916
1034, 2/9/2023, 11:29:47.933,4.2905
1035, 2/9/2023, 11:29:47.964,4.2903
1036, 2/9/2023, 11:29:47.996,4.2905
1037, 2/9/2023, 11:29:48.027,4.291
1038, 2/9/2023, 11:29:48.152,4.2908
1039, 2/9/2023, 11:29:48.276,4.2905
1040, 2/9/2023, 11:29:48.400,4.2905
1041, 2/9/2023, 11:29:48.523,4.2905
1042, 2/9/2023, 11:29:48.645,4.2908
1043, 2/9/2023, 11:29:48.768,4.2906
1044, 2/9/2023, 11:29:48.892,4.2905
1045, 2/9/2023, 11:29:48.923,4.2904
1046, 2/9/2023, 11:29:48.954,4.2899
1047, 2/9/2023, 11:29:48.986,4.2904
1048, 2/9/2023, 11:29:49.018,4.2905
1049, 2/9/2023, 11:29:49.141,4.2903
1050, 2/9/2023, 11:29:49.264,4.2905
1051, 2/9/2023, 11:29:49.385,4.2907
1052, 2/9/2023, 11:29:49.508,4.2904
1053, 2/9/2023, 11:29:49.631,4.2903
1054, 2/9/2023, 11:29:49.753,4.2906
1055, 2/9/2023, 11:29:49.876,4.2905
1056, 2/9/2023, 11:29:49.909,4.2907
1057, 2/9/2023, 11:29:49.940,4.2904
1058, 2/9/2023, 11:29:49.972,4.2908
1059, 2/9/2023, 11:29:50.004,4.2904
1060, 2/9/2023, 11:29:50.129,4.2906
1061, 2/9/2023, 11:29:50.251,4.2906
1062, 2/9/2023, 11:29:50.375,4.291
1063, 2/9/2023, 11:29:50.497,4.2905
1064, 2/9/2023, 11:29:50.619,4.2903
1065, 2/9/2023, 11:29:50.742,4.2907
1066, 2/9/2023, 11:29:50.866,4.2905
1067, 2/9/2023, 11:29:50.990,4.2904
1068, 2/9/2023, 11:29:51.022,4.2907
1069, 2/9/2023, 11:29:51.146,4.2902
1070, 2/9/2023, 11:29:51.269,4.2905
1071, 2/9/2023, 11:29:51.393,4.2905
1072, 2/9/2023, 11:29:51.516,4.2906
1073, 2/9/2023, 11:29:51.640,4.2908
1074, 2/9/2023, 11:29:51.762,4.2906
1075, 2/9/2023, 11:29:51.885,4.2903
1076, 2/9/2023, 11:29:51.917,4.2902
1077, 2/9/2023, 11:29:51.949,4.2902
1078, 2/9/2023, 11:29:51.980,4.2904
1079, 2/9/2023, 11:29:52.012,4.2899
1080, 2/9/2023, 11:29:52.135,4.2903
1081, 2/9/2023, 11:29:52.258,4.2905
1082, 2/9/2023, 11:29:52.381,4.2907
1083, 2/9/2023, 11:29:52.504,4.2904
1084, 2/9/2023, 11:29:52.627,4.2904
1085, 2/9/2023, 11:29:52.749,4.2905
1086, 2/9/2023, 11:29:52.871,4.2904
1087, 2/9/2023, 11:29:52.902,4.2909
1088, 2/9/2023, 11:29:52.934,4.2902
1089, 2/9/2023, 11:29:52.965,4.2905
1090, 2/9/2023, 11:29:52.996,4.2902
1091, 2/9/2023, 11:29:53.028,4.2905
1092, 2/9/2023, 11:29:53.150,4.2906
1093, 2/9/2023, 11:29:53.274,4.2903
1094, 2/9/2023, 11:29:53.398,4.2906
1095, 2/9/2023, 11:29:53.520,4.2905
1096, 2/9/2023, 11:29:53.643,4.2907
1097, 2/9/2023, 11:29:53.765,4.2905
1098, 2/9/2023, 11:29:53.888,4.2908
1099, 2/9/2023, 11:29:53.919,4.2905
1100, 2/9/2023, 11:29:53.951,4.2903
1101, 2/9/2023, 11:29:53.983,4.2905
1102, 2/9/2023, 11:29:54.015,4.2904
1103, 2/9/2023, 11:29:54.138,4.2906
1104, 2/9/2023, 11:29:54.262,4.2907
1105, 2/9/2023, 11:29:54.387,4.2907
1106, 2/9/2023, 11:29:54.510,4.2906
1107, 2/9/2023, 11:29:54.635,4.2906
1108, 2/9/2023, 11:29:54.759,4.2907
1109, 2/9/2023, 11:29:54.881,4.2911
1110, 2/9/2023, 11:29:54.912,4.2913
1111, 2/9/2023, 11:29:54.944,4.2907
1112, 2/9/2023, 11:29:54.976,4.2904
1113, 2/9/2023, 11:29:55.008,4.291
1114, 2/9/2023, 11:29:55.131,4.2906
1115, 2/9/2023, 11:29:55.254,4.2904
1116, 2/9/2023, 11:29:55.378,4.2905
1117, 2/9/2023, 11:29:55.499,4.2907
1118, 2/9/2023, 11:29:55.624,4.2906
1119, 2/9/2023, 11:29:55.747,4.2906
1120, 2/9/2023, 11:29:55.869,4.2906
1121, 2/9/2023, 11:29:55.992,4.2907
1122, 2/9/2023, 11:29:56.024,4.2914
1123, 2/9/2023, 11:29:56.148,4.2909
1124, 2/9/2023, 11:29:56.269,4.2911
1125, 2/9/2023, 11:29:56.392,4.2908
1126, 2/9/2023, 11:29:56.515,4.291
1127, 2/9/2023, 11:29:56.638,4.2906
1128, 2/9/2023, 11:29:56.760,4.2911
1129, 2/9/2023, 11:29:56.884,4.2906
1130, 2/9/2023, 11:29:56.916,4.2908
1131, 2/9/2023, 11:29:56.948,4.2908
1132, 2/9/2023, 11:29:56.980,4.2904
1133, 2/9/2023, 11:29:57.012,4.2904
1134, 2/9/2023, 11:29:57.135,4.2904
1135, 2/9/2023, 11:29:57.258,4.291
1136, 2/9/2023, 11:29:57.382,4.2909
1137, 2/9/2023, 11:29:57.507,4.2907
1138, 2/9/2023, 11:29:57.629,4.2906
1139, 2/9/2023, 11:29:57.753,4.2906
1140, 2/9/2023, 11:29:57.875,4.2907
1141, 2/9/2023, 11:29:57.907,4.2908
1142, 2/9/2023, 11:29:57.939,4.2905
1143, 2/9/2023, 11:29:57.972,4.2905
1144, 2/9/2023, 11:29:58.004,4.2904
1145, 2/9/2023, 11:29:58.125,4.291
1146, 2/9/2023, 11:29:58.248,4.2907
1147, 2/9/2023, 11:29:58.373,4.2906
1148, 2/9/2023, 11:29:58.497,4.2907
1149, 2/9/2023, 11:29:58.619,4.2908
1150, 2/9/2023, 11:29:58.742,4.2907
1151, 2/9/2023, 11:29:58.865,4.2908
1152, 2/9/2023, 11:29:58.988,4.2907
1153, 2/9/2023, 11:29:59.019,4.2909
1154, 2/9/2023, 11:29:59.142,4.2907
1155, 2/9/2023, 11:29:59.267,4.2909
1156, 2/9/2023, 11:29:59.389,4.2906
1157, 2/9/2023, 11:29:59.513,4.291
1158, 2/9/2023, 11:29:59.636,4.2908
